id,column_name,path,list_path,subfield_path,var_type,data_type,json_name,file_path,duplicate_flag
Tiktok Live:Watch Live History:WatchLiveMap:7505358944400788246:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505358944400788246"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7505358944400788246"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506162526633003798:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506162526633003798"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506162526633003798"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506162526633003798:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506162526633003798"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506162526633003798"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506169381832035074:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506169381832035074"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506169381832035074"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506169381832035074:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506169381832035074"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506169381832035074"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506188026594921238:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506188026594921238"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506188026594921238"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506188026594921238:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506188026594921238"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506188026594921238"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506197536923781910:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506197536923781910"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506197536923781910"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506197536923781910:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506197536923781910"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506197536923781910"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506198895979334422:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506198895979334422"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506198895979334422"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506198895979334422:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506198895979334422"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506198895979334422"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506543387839941398:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506543387839941398"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506543387839941398"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506543387839941398:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506543387839941398"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506543387839941398"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506566903533390614:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506566903533390614"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506566903533390614"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506566903533390614:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506566903533390614"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506566903533390614"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506866590214884119:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506866590214884119"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506866590214884119"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506866590214884119:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506866590214884119"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506866590214884119"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506893914994625302:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506893914994625302"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506893914994625302"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7506893914994625302:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506893914994625302"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7506893914994625302"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510505754353961750:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510505754353961750"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510505754353961750"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510505754353961750:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510505754353961750"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510505754353961750"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510540162985364246:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510540162985364246"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510540162985364246"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510540162985364246:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510540162985364246"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510540162985364246"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510887429453531926:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510887429453531926"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510887429453531926"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510887429453531926:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510887429453531926"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510887429453531926"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510909962941434646:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510909962941434646"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510909962941434646"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510909962941434646:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510909962941434646"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510909962941434646"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510912034113571606:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510912034113571606"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510912034113571606"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510912034113571606:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510912034113571606"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510912034113571606"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7510915222069807894:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7510915222069807894"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7511451797668596502:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7511451797668596502:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511451797668596502"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7511595848539671318:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7511595848539671318:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511595848539671318"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7511989956848487191:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7511989956848487191:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7511989956848487191"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512002009315265302:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512002009315265302:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512002009315265302"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512029462775581462:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512029462775581462:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512029462775581462"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512042896728656663:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512042896728656663:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512042896728656663"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512044084329302806:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512044084329302806:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512044084329302806"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512356417656933142:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7512356417656933142:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7512356417656933142"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7517330524805810966:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7517330524805810966:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517330524805810966"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7517351433877490454:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7517351433877490454:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517351433877490454"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7517648865860848406:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7517648865860848406:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517648865860848406"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7517660532373900054:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7517660532373900054:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7517660532373900054"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7520289046615182102:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7520289046615182102:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520289046615182102"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7520319927560030998:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7520319927560030998:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520319927560030998"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7520628738036566786:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7520628738036566786:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520628738036566786"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7520945350673550102:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7520945350673550102:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7520945350673550102"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7521320833324469014:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7521320833324469014:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7521320833324469014"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7522147846905842454:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7522147846905842454:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522147846905842454"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7522205970572479254:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7522205970572479254:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522205970572479254"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7522565704708918038:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7522565704708918038:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7522565704708918038"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7551010464139463445:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7551010464139463445"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7551010464139463445"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7551010464139463445:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7551010464139463445"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7551010464139463445"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7551103754139142934:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7551103754139142934"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7551103754139142934"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7551103754139142934:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7551103754139142934"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7551103754139142934"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7552111815805684502:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7552111815805684502"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7552111815805684502"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7552111815805684502:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7552111815805684502"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7552111815805684502"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7554388496419490582:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7554388496419490582"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7554388496419490582"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7554388496419490582:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7554388496419490582"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7554388496419490582"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7555102816709380887:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7555102816709380887"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7555102816709380887"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7555102816709380887:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7555102816709380887"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7555102816709380887"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7556236417095371542:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7556236417095371542"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7556236417095371542"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7556236417095371542:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7556236417095371542"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7556236417095371542"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7558784672715983638:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7558784672715983638"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7558784672715983638"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7558784672715983638:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7558784672715983638"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7558784672715983638"", ""Link""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7559611514619611926:WatchTime,WatchTime,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7559611514619611926"", ""WatchTime""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7559611514619611926"", ""WatchTime""]",static,string,,,No
Tiktok Live:Watch Live History:WatchLiveMap:7559611514619611926:Link,Link,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7559611514619611926"", ""Link""]",nan,"[""Tiktok Live"", ""Watch Live History"", ""WatchLiveMap"", ""7559611514619611926"", ""Link""]",static,string,,,No
